step,elapsed_s,reward,avg_reward_50,loss,epsilon,buffer
0,0.7,23.76775243878364,23.76775243878364,0.0,0.9953301063421702,40.0
1,0.7,31.970052272081375,27.868902355432507,0.0,0.9906820205911159,80.0
2,0.7,50.14989625215529,35.29590032100677,0.0,0.9860556409062314,120.0
3,0.8,25.08919326066971,32.7442235559225,2.0188362499999997,0.9814508659224962,160.0
4,0.8,-6.901368355751036,24.815105173587796,1.7641437500000001,0.9768675947482532,200.0
5,0.9,40.87687686681746,27.492067122459407,1.6223958333333333,0.972305726962999,240.0
6,0.9,36.01343164443969,28.709404911313733,1.536825,0.967765162615183,280.0
7,0.9,33.819043719768516,29.34810976237058,1.47878925,0.9632458022200178,320.0
8,1.0,34.05909472703933,29.871552536222662,1.4338210416666666,0.9587475467572993,360.0
9,1.0,30.208081710338586,29.905205453634256,1.398834642857143,0.9542702976692375,400.0
10,1.0,50.523557776212684,31.779601119323203,1.3669926562499999,0.9498139568582966,440.0
11,1.1,23.243119317293168,31.0682276358207,1.3428234722222223,0.9453784266850459,480.0
12,1.1,43.56317747235296,32.029377623246255,1.3231653749999999,0.9409636099660204,520.0
13,1.2,32.48670789599418,32.06204407129968,1.3059644318181818,0.9365694099715914,560.0
14,1.2,40.49845889806746,32.62447172641753,1.2933615625000001,0.9321957304238477,600.0
15,1.2,16.976115232706068,31.64644944556057,1.2499607,0.9278424754944854,640.0
16,1.3,37.94974077939986,32.01723128872759,1.1991911000000002,0.9235095498027086,680.0
17,1.3,39.214859098196015,32.41709950036472,1.1835121000000002,0.9191968584131397,720.0
18,1.3,30.0889474093914,32.29456517978718,1.1684990000000002,0.9149043068337391,760.0
19,1.4,26.733657723665235,32.01651980698108,1.1595752000000001,0.9106318010137351,800.0
20,1.4,24.032831412553787,31.63634416915121,1.1539733,0.9063792473415629,840.0
21,1.4,42.31184537410736,32.121594223921946,1.1484638,0.9021465526428141,880.0
22,1.5,38.972766935825334,32.419471298352526,1.1497205999999998,0.8979336241781944,920.0
23,1.5,32.905262494087225,32.4397125981748,1.1436087,0.8937403696414926,960.0
24,1.5,34.509518176317215,32.5225048213005,1.1418682999999998,0.8895666971575574,1000.0
25,1.6,31.151939463615413,32.46979076908185,1.1421000000000001,0.8854125152802848,1040.0
26,1.6,-9.008394587039945,30.933561681818077,1.1415341999999997,0.8812777329906143,1080.0
