step,elapsed_s,loss,best,recon,kl_dyn,kl_reg,lr
0,0.6,4828.592760280327,4828.592760280327,48275.891675992556,1.00068027443356,0.5757306085692512,0.000499999462655068
1,0.9,3541.833149101999,3541.833149101999,35408.15246995021,1.0145692825317383,0.6243941916359795,0.0004999978506226287
2,1.1,3353.7163579640564,3353.7163579640564,33526.614234722736,1.0493078585024234,1.132249837672269,0.0004999951639097536
3,1.3,4000.5601235848885,3353.7163579640564,39994.91873667417,1.0624864057258323,1.1012583601254005,0.0004999914025282278
4,1.5,4922.343040612009,3353.7163579640564,49196.43115209209,2.661701378998933,7.636552157225432,0.0004999865664945505
5,1.8,560.9962050605703,560.9962050605703,5589.067693735714,2.0639593071407742,5.095257368904573,0.000499980655829935
6,2.0,1312.311374116827,560.9962050605703,13093.17562467798,2.9648698744950472,5.7837556506748555,0.0004999736705603083
7,2.2,878.8506743422261,560.9962050605703,8705.535087828282,8.196850140889486,20.058420959446167,0.0004999656107163112
8,2.4,1102.5284803752545,560.9962050605703,10953.23119662095,7.123641667542635,16.339667295416195,0.0004999564763332982
9,2.6,2834.6519856320488,560.9962050605703,28247.881304810446,9.749095223568103,22.95792661883213,0.0004999462674513371
10,2.8,6609.533136297156,560.9962050605703,66010.4495101378,8.321303835621586,33.33627766591531,0.0004999349841152092
11,3.0,7119.029403549654,560.9962050605703,70971.92513992224,21.422060666260897,82.89997394658901,0.0004999226263744085
12,3.2,443.12289405752114,443.12289405752114,4347.3920376808555,8.227357939437583,31.267167072053308,0.0004999091942831422
13,3.5,7722.90280146069,443.12289405752114,77055.21124050353,16.652365706585073,145.84717862473593,0.0004998946879003301
14,3.7,3770.0668436686196,443.12289405752114,37587.8255378615,10.628815430181998,131.079964503094,0.0004998791072896042
15,3.9,1978.6180346321178,443.12289405752114,19694.332056641026,8.819032664652225,73.15036049374828,0.0004998624525193088
16,4.1,3696.845119860437,443.12289405752114,36866.88072893134,9.599791999216434,111.44582127972886,0.0004998447236624997
17,4.3,2451.1112575177794,443.12289405752114,24383.952657726626,12.121657455409014,118.85561543040805,0.0004998259207969444
18,4.5,846.2682129100517,443.12289405752114,8385.031725312825,7.437664226249412,65.47193418056877,0.0004998060440051215
19,4.7,4095.6187816107713,443.12289405752114,40827.04095210908,12.359567589230007,111.02332124003658,0.0004997850933742203
20,4.9,5915.363099910594,443.12289405752114,58993.50472167024,15.18459341702638,165.58788248344703,0.0004997630689961406
21,5.1,3641.2921321303756,443.12289405752114,36270.69622810682,13.499852613166526,144.51199067521978,0.000499739970967492
22,5.3,4464.810077534781,443.12289405752114,44516.01462836398,12.39385993833895,162.92905543910132,0.0004997157993895938
23,5.5,2621.178113076422,443.12289405752114,26096.121225336083,11.072864033557751,98.65513081462295,0.0004996905543684743
24,5.7,1660.1370370432182,443.12289405752114,16472.762998420883,12.570111173170584,58.129854832534434,0.0004996642360148705
25,5.9,5996.6785835645815,443.12289405752114,59743.91582331006,21.142375782684045,228.8572107862543,0.0004996368444442279
26,6.1,3263.033322321044,443.12289405752114,32505.23582409267,11.898326185014513,122.2830744838273,0.0004996083797766989
27,6.3,6072.077780577872,443.12289405752114,60495.8144031741,21.278711054060196,243.51239565125218,0.0004995788421371436
28,6.6,3294.967469935064,443.12289405752114,32819.89009272169,12.379590851289255,119.7720143839165,0.0004995482316551287
29,6.8,5910.749103802222,443.12289405752114,58930.37140224267,16.591796018459178,224.0442065132989,0.0004995165484649266
30,7.0,8295.889956147583,443.12289405752114,82729.25131222385,21.526594824261135,287.63734180838975,0.0004994837927055152
31,7.2,751.7665087161241,443.12289405752114,7431.283034778304,8.365884321707266,54.46463301225945,0.0004994499645205775
32,7.4,1104.5982205514554,443.12289405752114,10962.87518030074,8.161942654185825,29.74794891145494,0.0004994150640585002
33,7.6,3418.993917685968,443.12289405752114,33973.78800155829,20.97919445567661,127.18321987655428,0.000499379091472374
34,7.8,2911.35752636415,443.12289405752114,28914.511126384692,19.348187411272967,111.62309360614529,0.0004993420469199923
35,8.0,798.8689308872929,443.12289405752114,7897.153485490217,8.96846099253054,37.02417156872926,0.0004993039305638505
