step,elapsed_s,loss,best,recon,kl_dyn,kl_reg,lr
0,0.7,1.5316964122984145,1.5316964122984145,0.9104649933675925,0.2620102830093216,0.30649899111853707,0.000499999462655068
1,1.0,1.4123162031173706,1.4123162031173706,1.0372316266099613,0.09719964829101055,0.18679280606684862,0.0004999978506226287
2,1.3,1.3586639872303716,1.3586639872303716,0.9888239498767588,0.06259742327448395,0.14815271700973864,0.0004999951639097536
3,1.6,1.320423909911403,1.320423909911403,0.9469677013931451,0.04162771390164616,0.12984522983983712,0.0004999914025282278
4,1.8,1.3540463293040241,1.320423909911403,1.0832561127565525,0.0285588462440366,0.1151544134374018,0.0004999865664945505
5,2.0,1.3269812420562461,1.320423909911403,1.0188495411917016,0.021610531429932626,0.10728787272064774,0.000499980655829935
6,2.2,1.1789831077611004,1.1789831077611004,0.5223557961483797,0.019070728220631956,0.10427580856614643,0.0004999736705603083
7,2.5,1.2894556941809479,1.1789831077611004,0.9092978792334044,0.01869560124490548,0.1007732136381997,0.0004999656107163112
8,2.7,1.2739254236221313,1.1789831077611004,0.8612259478756675,0.015057776049986758,0.09528762405669247,0.0004999564763332982
9,2.9,1.3131965928607516,1.1789831077611004,1.0077165719811563,0.009960702879147397,0.08932069247519528,0.0004999462674513371
10,3.1,1.3876584503385756,1.1789831077611004,1.2309482294928145,0.00890394699483834,0.08656628291915965,0.0004999349841152092
11,3.3,1.2307055482157954,1.1789831077611004,0.7406306112254107,0.011851198820362764,0.08760527328208641,0.0004999226263744085
12,3.5,1.272646681026176,1.1789831077611004,0.8822600361373689,0.007215832329907075,0.0804910875029034,0.0004999091942831422
13,3.7,1.2135802507400513,1.1789831077611004,0.6610718486761605,0.011265355035128002,0.08268049745647996,0.0004998946879003301
14,4.0,1.3887575621958133,1.1789831077611004,1.2702149481133178,0.00625291334344419,0.07808093009171663,0.0004998791072896042
15,4.2,1.2650433734611228,1.1789831077611004,0.8540640364366548,0.0047297849108602985,0.0726151234573788,0.0004998624525193088
16,4.4,1.2293497037004542,1.1789831077611004,0.74051318772965,0.005560012989142841,0.0736495132247607,0.0004998447236624997
17,4.6,1.2007600046970226,1.1789831077611004,0.6455195121191166,0.003859624738753256,0.06966584175825119,0.0004998259207969444
18,4.8,1.367320144617999,1.1789831077611004,1.1948311851808318,0.0037616211780847086,0.06846963862578075,0.0004998060440051215
19,5.0,1.2894975123582062,1.1789831077611004,0.9284527214864889,0.0031225850462861774,0.06748049899383828,0.0004997850933742203
20,5.2,1.2894348722917062,1.1789831077611004,0.9252532828185294,0.004802389792597818,0.0675155586666531,0.0004997630689961406
21,5.5,1.2490097107710663,1.1789831077611004,0.7879754371113248,0.0033916504827276287,0.06421081100900967,0.000499739970967492
22,5.7,1.3257530243308455,1.1789831077611004,1.051174800980974,0.00747598087979929,0.06526044190481857,0.0004997157993895938
23,5.9,1.4317480347774647,1.1789831077611004,1.3806144708284624,0.005500171609498837,0.06072489806899318,0.0004996905543684743
24,6.1,1.235355880525377,1.1789831077611004,0.7497730884287093,0.004464821781126644,0.05991321305433909,0.0004996642360148705
25,6.3,1.347091343667772,1.1789831077611004,1.1184188246175095,0.008654599864880933,0.06357400767781117,0.0004996368444442279
26,6.5,1.2357095104676705,1.1789831077611004,0.7531938315541656,0.004453141470784666,0.061170883062813014,0.0004996083797766989
27,6.7,1.2531014283498128,1.1789831077611004,0.8001614378558265,0.005362812472783305,0.06075449508649332,0.0004995788421371436
28,6.9,1.2840438220236037,1.1789831077611004,0.9131493993379451,0.006927169557591832,0.0606316598477187,0.0004995482316551287
29,7.2,1.2514772106100012,1.1789831077611004,0.8022862877006884,0.003852917771803698,0.057726215847112516,0.0004995165484649266
30,7.4,1.3628326521979437,1.1789831077611004,1.1802723267012172,0.0026190753786876383,0.054189915458361305,0.0004994837927055152
31,7.6,1.2932391674430281,1.1789831077611004,0.9628302518416334,0.0025236453436297815,0.051661655168842385,0.0004994499645205775
32,7.8,1.2696791887283325,1.1789831077611004,0.8594245805784508,0.0014537098182632621,0.04929301225476795,0.0004994150640585002
33,8.0,1.206375934459545,1.1789831077611004,0.6703958199531944,0.001237971928613088,0.04661933029139483,0.000499379091472374
34,8.2,1.313094958111092,1.1789831077611004,1.0229884820679824,0.001531479558454723,0.04650639204515351,0.0004993420469199923
35,8.4,1.3178188315144292,1.1789831077611004,1.0533205946838413,0.0012737216737285187,0.045328831093178854,0.0004993039305638505
36,8.7,1.1875332240705136,1.1789831077611004,0.6032887172919733,0.0011513145347837256,0.04279154525310905,0.0004992647425711457
37,8.9,1.2337638250103704,1.1789831077611004,0.7717429017303167,0.001216547742606727,0.04134752077085001,0.0004992244831137754
38,9.1,1.3232516822991547,1.1789831077611004,1.0729667598174677,0.0014290495277641134,0.03940433222386572,0.0004991831523683374
39,9.3,1.3743027559033147,1.1789831077611004,1.2060497323120083,0.001160791214917683,0.037321711579958596,0.0004991407505161287
40,9.5,1.213080679928815,1.1789831077611004,0.6872834579812156,0.000980897126956498,0.036517309231890574,0.0004990972777431443
41,9.7,1.267539178883588,1.1789831077611004,0.8443467904020239,0.0011227152022507249,0.03414380095071263,0.0004990527342400773
42,9.9,1.2161224616898432,1.1789831077611004,0.6792771009107431,0.001325133300269954,0.034172189318471484,0.0004990071202023172
43,10.2,1.255460661870462,1.1789831077611004,0.8190967014266385,0.0012710775422251405,0.03315178332505403,0.0004989604358299495
44,10.4,1.248373477547257,1.1789831077611004,0.7870400182350918,0.005245935178310093,0.03596080563686512,0.0004989126813277546
45,10.6,1.3308220638169184,1.1789831077611004,1.077377507256137,0.0029717566686923856,0.034203850491731254,0.0004988638569052073
46,10.8,1.2625650344071564,1.1789831077611004,0.8457408574996171,0.0024099941009707334,0.032717093273445415,0.0004988139627764753
47,11.0,1.3321628195268136,1.1789831077611004,1.092675394896004,0.002264771425096249,0.03230522110782288,0.0004987629991604186
48,11.2,1.264780600865682,1.1789831077611004,0.8588478199585721,0.0014387206012745285,0.030757441633829364,0.0004987109662805886
49,11.4,1.3125102939429107,1.1789831077611004,1.0416586112093043,0.0032883676036295517,0.032011974671924556,0.000498657864365227
50,11.7,1.3417591474674366,1.1789831077611004,1.1374532732146758,0.002054624235757661,0.03131965616786921,0.0004986036936472648
51,11.9,1.3519116993303653,1.1789831077611004,1.1170671929915745,0.0022282865042884455,0.030542663333040697,0.0004985484543643211
52,12.1,1.2863668777324535,1.1789831077611004,0.9263987163150752,0.003636018715850595,0.029992338476909533,0.0004984921467587026
53,12.3,1.330139656861623,1.1789831077611004,1.0561632065585367,0.0024999742012436466,0.02845290213547371,0.000498434771077402
54,12.5,1.3792384333080716,1.1789831077611004,1.1991407784322898,0.0033485628750727133,0.02948445695693846,0.0004983763275720971
55,12.7,1.353813643808718,1.1789831077611004,1.1344304952632498,0.0025653022134469617,0.028943459192911785,0.0004983168164991497
56,12.9,1.2082754770914714,1.1789831077611004,0.6647751132647196,0.0015867765824724403,0.028386632187498942,0.0004982562381196043
57,13.1,1.3700313126599346,1.1789831077611004,1.23616083090504,0.0024252242292277515,0.028554410363237064,0.0004981945926991876
58,13.4,1.3900342186292012,1.1789831077611004,1.2174273274011083,0.007549529143876431,0.03310589719977644,0.0004981318805083063
59,13.6,1.313428399739442,1.1789831077611004,0.974364603145255,0.01900296002040031,0.0467847617412055,0.000498068101822047
60,13.8,1.274775763352712,1.1789831077611004,0.83647939728366,0.00642209264009984,0.03945235245757633,0.0004980032569201741
61,14.1,1.2833782809752006,1.1789831077611004,0.9166386824239183,0.0028960295064650752,0.03735678711975062,0.000497937346087129
62,14.3,1.2297238928300362,1.1789831077611004,0.7759222370330934,0.0011543595033732276,0.03409949248587644,0.0004978703696120289
63,14.5,1.2645450388943706,1.1789831077611004,0.8439687002036307,0.001574324477351857,0.03509473938632895,0.0004978023277886654
64,14.7,1.3674094103000782,1.1789831077611004,1.2167395398848586,0.0011823102961190874,0.033423594026653854,0.0004977332209155033
65,14.9,1.2814231095490631,1.1789831077611004,0.9243616958459219,0.0007728987440242674,0.032024017017748624,0.0004976630492956792
66,15.2,1.333740477208738,1.1789831077611004,1.0676806055837207,0.0009564897878186053,0.030262068396917096,0.000497591813237
67,15.4,1.237021424152233,1.1789831077611004,0.7627350492057977,0.0006722433813761368,0.028520790377148875,0.0004975195130519419
68,15.6,1.231963457884612,1.1789831077611004,0.7555907772922957,0.0007358648268833618,0.027555628231278172,0.0004974461490576491
69,15.8,1.2860892591653046,1.1789831077611004,0.9271204330854945,0.0017793881491309515,0.025997990466378355,0.0004973717215759317
70,16.0,1.3630244113780834,1.1789831077611004,1.1789271192694153,0.0014988862401676467,0.024905908645855054,0.0004972962309332652
